目标客户编号,品牌类型,a1,a2,a3,a4,a5,a6,a7,a8,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,购买意愿
1190,2 ,75.24,71.51,70.44,63.40,67.90,72.16,71.10,74.09,2,31,2,7,3,5,1,1988,6,7,4,4,10.000,15,10,15,20,0
1191,2 ,83.54,81.09,85.17,81.45,81.00,83.06,86.72,81.09,2,21,1,4,5,6,1,1982,4,18,4,6,10.000,6,3,15,25,0
1192,2 ,85.04,85.63,77.81,81.93,82.61,83.60,86.59,84.77,1,4,1,3,2,3,#NULL!,1994,6,5,4,4,12.000,8,7,25,8,0
1193,2 ,77.81,77.80,81.56,77.77,77.76,77.77,77.77,77.76,2,15,1,10,3,5,1,1985,6,15,5,6,68.000,60,45,30,15,0
1194,2 ,64.66,66.69,62.94,66.66,66.65,66.66,66.67,66.66,1,1,4,1,3,5,1,1994,5,5,4,8,12.000,5,5,15,20,0
1195,2 ,84.32,81.57,96.28,85.61,87.09,83.06,73.58,85.54,1,33,3,10,3,5,1,1987,6,10,2,5,16.000,5,5,15,0,0
1196,2 ,89.34,77.40,88.92,77.77,81.00,91.09,79.81,84.77,2,10,1,3,3,5,1,1993,6,4,4,3,25.000,8,7,30,20,0
1197,2 ,72.41,72.12,85.17,77.77,72.75,72.49,80.05,74.09,2,10,1,10,6,6,2,1984,8,10,3,7,27.000,8,10,20,20,0
1198,2 ,75.81,73.39,70.30,66.66,65.35,72.49,64.37,74.09,2,3,2,2,3,2,#NULL!,1997,5,1,3,5,30.000,8,15,40,15,0
1199,2 ,73.21,71.51,70.44,70.34,72.75,72.49,68.81,62.55,2,36,1,14,5,6,1,1984,6,13,4,2,40.000,25,30,35,0,0
1200,2 ,83.72,79.83,85.17,77.77,82.61,83.27,77.91,81.87,2,24,1,5,6,6,2,1980,5,16,4,2,30.000,13,11,20,15,0
1201,2 ,73.39,68.47,59.33,70.34,68.49,69.74,73.34,73.66,2,30,1,8,5,6,1,1990,4,6,3,8,10.000,5,7,29,13,0
1202,2 ,81.75,83.89,88.92,77.77,79.23,80.85,75.43,81.87,1,5,1,4,5,6,1,1990,6,8,5,2,16.000,6,7,25,15,0
1203,2 ,79.84,97.64,99.03,99.98,99.98,99.99,99.99,99.98,2,56,1,15,3,5,1,1964,5,35,3,5,16.000,5,3,20,25,0
1204,2 ,60.57,62.27,62.94,66.66,65.04,63.59,62.23,55.55,2,20,1,10,3,5,1,1986,6,12,4,4,18.000,9,4,25,25,0
1205,2 ,76.64,73.27,73.90,67.55,69.58,80.52,71.24,74.44,2,2,2,2,2,3,#NULL!,1997,6,2,4,7,15.000,8,10,25,15,0
1206,2 ,81.69,85.91,96.28,88.88,85.63,86.14,86.79,85.54,2,10,1,7,5,6,1,1990,6,7,5,3,14.000,9,4,20,25,0
1207,2 ,71.30,53.46,48.07,58.81,63.58,55.56,55.56,55.55,2,9,1,5,3,2,#NULL!,1994,6,5,8,10,20.000,15,10,40,10,0
1208,2 ,67.80,66.69,66.69,66.66,61.80,66.66,66.67,66.66,2,31,2,6,3,5,1,1988,6,5,3,5,26.000,16,10,0,0,0
1209,2 ,75.78,83.89,85.17,84.72,80.78,78.31,79.86,81.87,1,5,1,3,2,3,#NULL!,1997,6,1,4,4,30.000,28,20,20,5,0
1210,2 ,70.01,66.12,62.94,66.66,63.58,66.34,71.10,84.77,2,32,1,1,5,6,1,1988,4,10,8,10,35.000,15,18,30,7,0
1211,2 ,72.82,72.09,77.81,77.77,71.45,71.95,77.58,70.76,1,6,1,2,4,5,2,1987,5,10,4,2,30.000,20,24,10,10,0
1212,2 ,79.66,80.23,77.81,77.77,77.54,77.77,79.87,73.66,1,15,1,10,1,1,#NULL!,1990,6,9,7,9,30.000,20,10,50,10,0
1213,2 ,72.82,74.52,70.44,77.77,74.52,75.03,73.20,74.44,1,8,1,7,3,5,1,1990,6,8,6,3,40.000,35,25,0,0,0
1214,2 ,76.70,66.69,59.18,66.66,63.58,69.21,60.13,62.55,2,30,2,5,5,6,1,1979,5,18,1,4,10.000,3,4,25,0,0
1215,2 ,73.39,82.26,66.69,77.77,71.45,77.77,80.05,85.54,2,36,3,17,4,5,2,1983,5,14,4,2,11.000,10,15,0,0,0
1216,2 ,77.63,78.45,66.69,85.61,74.52,80.52,77.76,78.19,2,32,1,6,3,5,1,1988,6,10,4,6,11.000,8,14,10,0,0
1217,2 ,77.27,75.66,77.81,74.50,82.61,77.77,82.16,80.67,2,15,1,5,2,3,#NULL!,1992,6,5,4,4,18.000,12,10,20,10,0
1218,2 ,86.75,91.71,96.28,86.09,82.47,88.02,81.96,81.02,2,40,1,8,5,6,1,1974,4,23,4,7,20.000,8,6,20,25,0
1219,2 ,84.66,81.86,92.53,79.14,78.69,74.37,77.71,84.77,2,40,1,8,5,6,1,1974,5,23,4,2,20.000,6,9,0,25,0
1220,2 ,99.04,86.89,81.41,85.61,82.61,79.99,84.51,88.10,2,30,1,15,3,5,1,1979,5,19,5,8,20.000,13,8,10,25,0
1221,2 ,99.04,99.03,99.03,99.98,99.98,99.99,99.99,99.98,2,10,1,12,3,5,1,1981,5,16,3,2,25.000,9,9,15,25,0
1222,2 ,77.81,77.80,77.81,77.77,77.76,77.77,77.77,77.76,2,16,1,6,5,6,1,1984,6,14,3,3,30.000,20,20,15,5,0
1223,2 ,76.70,77.80,77.81,77.77,77.76,77.77,77.77,77.76,2,4,2,5,3,2,#NULL!,1989,6,7,8,10,30.000,20,26,10,10,0
1224,2 ,81.69,77.04,77.81,74.50,74.52,69.41,73.38,73.31,2,24,1,3,3,2,#NULL!,1996,6,3,3,8,30.000,12,20,10,5,0
1225,2 ,69.83,66.69,70.44,70.82,66.59,63.92,66.71,74.44,1,20,1,10,3,5,1,1985,4,13,4,4,34.000,22,13,20,20,0
1226,2 ,71.11,66.69,59.18,66.66,60.56,72.81,66.67,66.66,2,15,1,16,3,5,1,1981,6,17,4,2,40.000,30,15,50,0,0
1227,2 ,84.06,77.80,77.81,77.77,83.79,83.92,77.77,77.76,1,10,2,10,1,1,#NULL!,1989,6,7,2,3,11.000,6,9,25,10,0
1228,2 ,56.16,50.90,44.45,58.81,61.64,55.88,57.84,59.65,2,11,2,5,5,6,1,1981,6,15,4,3,11.000,11,14,20,0,0
1229,2 ,84.69,80.64,70.44,82.35,72.52,80.31,86.72,78.11,2,5,3,3,3,5,1,1995,5,3,4,8,14.000,20,12,30,20,0
1230,2 ,91.69,87.94,77.81,96.72,77.76,88.55,86.59,89.22,2,14,1,7,5,6,1,1992,6,6,6,7,13.000,5,7,15,0,0
1231,2 ,93.20,88.27,85.17,92.61,94.96,91.09,89.13,84.34,2,3,3,2,3,5,1,1995,5,2,4,4,16.000,10,10,30,15,0
1232,2 ,84.50,86.89,81.56,85.61,84.08,83.60,86.79,81.44,2,8,2,8,3,2,#NULL!,1989,4,7,8,10,20.000,15,16,10,10,0
1233,2 ,72.10,72.37,74.05,74.08,69.73,72.49,71.24,69.98,1,5,1,8,3,5,1,1990,6,6,4,5,30.000,25,26,0,0,0
1234,2 ,77.81,72.37,77.81,74.50,66.65,77.77,75.49,70.33,2,10,1,3,4,4,#NULL!,1998,5,1,2,8,17.000,8,8,0,25,0
1235,2 ,77.48,73.54,85.17,81.03,77.70,77.45,77.97,70.76,2,6,2,8,2,3,#NULL!,1988,5,9,7,9,20.000,15,15,10,10,0
1236,2 ,80.77,79.83,85.17,77.77,84.02,77.77,84.31,88.87,2,29,2,4,4,4,#NULL!,1991,5,5,3,2,28.000,13,12,35,0,0
1237,2 ,77.81,77.80,77.81,77.77,77.76,77.77,77.77,77.76,2,13,2,9,3,5,1,1988,5,6,7,9,20.000,15,10,20,10,0
1238,2 ,90.24,84.28,85.31,88.88,75.22,85.81,93.31,89.22,2,18,2,10,3,5,1,1982,5,13,3,6,25.000,8,13,20,0,0
1239,2 ,91.49,91.35,88.92,93.03,88.87,88.88,88.88,88.87,2,37,1,9,3,5,1,1983,5,14,2,3,28.000,15,17,0,0,1
1240,2 ,54.66,61.66,55.58,58.81,60.40,66.66,68.76,58.88,1,24,1,2,3,2,#NULL!,1995,6,2,4,5,24.000,7,12,20,0,0
1241,2 ,79.66,67.92,74.20,74.50,72.75,78.10,68.96,70.76,2,10,1,10,5,6,1,1978,5,20,4,6,20.000,11,13,0,0,0
1242,2 ,75.78,73.13,81.56,70.82,69.90,74.70,66.86,67.43,2,30,2,5,3,5,1,1989,6,6,4,3,24.000,12,9,15,25,0
1243,2 ,72.22,76.91,63.08,67.08,71.51,75.03,73.34,74.44,2,30,2,6,3,5,1,1989,6,7,4,4,26.000,8,9,20,20,0
1244,2 ,90.26,85.71,74.05,81.93,88.40,72.49,91.04,80.67,2,2,3,1,3,5,1,1990,3,6,5,4,30.000,20,14,20,15,0
1245,2 ,68.73,72.41,66.69,73.61,69.90,71.95,71.06,70.76,1,10,1,6,3,5,1,1980,5,16,4,1,30.000,20,20,30,0,0
1246,2 ,79.84,80.20,85.17,85.61,80.84,80.85,80.05,77.76,2,43,2,17,4,5,2,1976,4,18,3,3,31.000,21,13,0,0,0
1247,2 ,98.19,96.74,92.67,99.98,96.74,94.17,97.70,88.87,2,32,1,7,6,6,2,1988,6,10,3,4,41.000,18,20,25,0,0
1248,2 ,81.25,82.40,92.67,78.24,78.78,77.77,86.98,84.85,2,4,5,3,4,5,2,1988,4,9,2,6,8.000,15,13,30,10,0
1249,2 ,84.26,70.90,70.44,74.98,63.64,75.56,66.65,70.33,2,10,2,2,3,5,1,1986,6,10,2,5,9.000,5,3,20,30,0
1250,2 ,69.65,77.80,70.44,60.13,52.41,69.74,79.93,62.90,2,5,3,3,3,5,1,1979,6,18,2,4,10.000,6,9,30,0,0
1251,2 ,88.92,88.92,88.92,88.88,88.87,88.88,88.88,88.87,2,39,1,13,3,5,1,1981,6,16,6,7,14.000,10,11,15,20,0
1252,2 ,83.21,82.26,81.56,84.72,83.85,83.06,82.16,84.77,2,15,2,8,3,5,1,1985,5,13,3,4,15.000,10,11,20,20,0
1253,2 ,77.81,77.80,77.81,77.77,77.76,77.77,77.77,77.76,2,20,1,8,5,6,1,1982,5,15,7,9,15.000,11,7,40,0,0
1254,2 ,44.46,44.45,44.45,44.43,44.43,44.44,44.44,44.43,2,5,1,1,3,5,1,1984,5,10,4,8,17.000,11,9,0,20,0
1255,2 ,61.11,64.26,59.33,66.66,68.21,66.66,66.67,66.66,1,8,2,2,1,1,#NULL!,1997,6,1,2,8,25.000,10,15,15,15,0
1256,2 ,71.36,74.80,74.05,74.50,72.91,72.49,73.38,70.76,1,8,1,6,3,5,1,1990,6,6,4,2,20.000,15,10,0,0,0
1257,2 ,77.81,74.80,77.81,77.77,77.76,75.03,73.34,81.09,2,30,1,10,3,5,1,1986,4,12,4,5,20.000,6,7,10,30,0
1258,2 ,67.43,76.14,88.92,88.88,62.17,67.20,80.05,77.69,1,3,3,20,3,5,1,1980,5,15,7,9,20.000,8,7,15,25,0
1259,2 ,75.96,69.98,74.05,66.66,71.51,75.03,71.06,74.44,2,32,2,8,5,6,1,1987,6,7,4,4,20.000,10,9,0,30,0
1260,2 ,67.60,66.97,63.22,63.81,55.26,58.63,66.67,66.66,1,5,2,6,2,3,#NULL!,1992,6,6,4,8,30.000,20,20,30,10,0
1261,2 ,82.80,86.67,77.81,85.61,85.48,83.60,73.14,69.56,2,6,3,5,6,6,2,1983,5,12,6,2,30.000,15,7,40,18,0
1262,2 ,82.80,85.63,81.56,88.88,87.32,83.06,84.31,81.87,2,39,1,12,3,5,3,1981,6,15,4,2,80.000,60,50,30,15,0
1263,2 ,85.04,83.24,81.56,85.61,83.85,83.60,86.59,84.77,2,40,1,15,5,5,2,1980,4,16,2,7,60.000,50,40,20,15,0
1264,2 ,63.74,66.28,51.82,70.82,52.47,58.30,71.04,70.76,2,27,2,8,3,2,#NULL!,1993,6,4,4,4,13.000,10,7,40,15,0
1265,2 ,87.46,79.26,74.20,82.35,90.27,83.60,93.52,81.02,2,20,2,10,4,6,1,1982,6,14,2,2,15.000,10,12,10,5,0
1266,2 ,72.28,63.40,51.96,63.40,68.43,55.02,62.47,55.12,2,5,2,7,3,5,1,1983,5,15,4,2,15.000,6,9,25,0,0
1267,2 ,77.81,77.80,77.81,77.77,77.76,77.77,73.38,73.66,2,30,1,10,3,5,1,1987,6,10,4,2,20.000,13,5,20,30,0
1268,2 ,80.77,75.20,81.56,77.77,71.67,78.10,75.48,81.44,2,35,2,1,3,5,1,1984,6,16,7,9,25.000,8,10,0,0,0
1269,2 ,77.81,77.80,77.81,77.77,77.76,77.77,77.77,77.76,2,6,2,8,3,2,#NULL!,1988,4,6,7,9,20.000,10,10,20,10,0
1270,2 ,85.04,84.65,81.56,85.19,82.61,83.60,82.35,84.77,2,37,1,10,4,5,2,1983,6,13,6,2,40.000,30,36,15,5,1
1271,2 ,82.10,87.65,88.92,85.61,84.08,85.81,84.44,81.44,2,6,2,9,3,2,#NULL!,1989,5,7,4,1,20.000,15,16,10,10,0
1272,2 ,81.36,83.52,85.17,82.35,80.84,88.88,82.21,77.76,2,3,3,6,4,4,#NULL!,1992,4,4,2,4,10.000,5,8,25,10,0
1273,2 ,69.27,73.39,77.81,66.66,69.90,72.49,73.38,73.66,1,5,1,5,3,5,1,1990,6,7,4,5,30.000,25,15,30,0,0
1274,2 ,69.65,72.41,74.05,70.82,71.51,72.49,71.24,74.44,1,10,1,11,3,5,1,1985,6,12,4,1,13.000,45,35,0,0,0
1275,2 ,71.30,70.96,74.05,70.34,72.91,66.66,68.78,70.76,2,26,1,3,3,2,#NULL!,1993,5,3,6,8,13.000,8,10,20,0,0
1276,2 ,71.30,76.06,74.05,81.03,72.75,75.56,82.35,74.44,2,11,2,9,3,2,#NULL!,1989,5,6,7,9,13.000,40,35,10,10,0
1277,2 ,61.31,64.67,81.56,66.66,69.67,75.56,81.96,70.33,2,10,3,9,3,2,#NULL!,1984,5,12,7,9,13.000,50,40,10,10,0
1278,2 ,82.10,83.24,81.56,88.88,80.84,91.96,88.93,89.65,1,5,2,9,3,2,#NULL!,1989,5,9,7,9,13.000,40,30,10,10,0
1279,2 ,53.55,53.55,66.69,66.24,53.54,53.34,51.11,51.44,1,8,1,6,5,6,1,1990,3,6,6,5,40.000,35,30,10,0,0
1280,2 ,70.57,69.98,70.44,73.61,69.90,72.49,71.24,74.44,1,20,1,15,3,5,1,1980,6,17,4,1,13.000,40,46,0,0,0
1281,2 ,75.78,75.78,85.17,85.19,79.00,83.60,82.40,73.66,2,10,1,8,2,3,#NULL!,1990,6,6,5,5,17.000,11,12,30,15,0
1282,2 ,77.99,83.48,74.20,73.61,84.02,83.92,77.76,77.76,2,15,3,6,5,6,1,1985,6,10,5,4,15.000,9,10,0,0,0
1283,2 ,70.57,75.78,74.05,70.34,72.91,72.49,75.48,70.33,1,6,1,7,3,5,1,1990,6,7,3,2,30.000,25,20,0,0,0
1284,2 ,64.12,72.12,66.69,70.82,71.14,69.41,64.51,62.55,1,8,2,7,3,5,1,1987,5,8,5,4,20.000,10,15,30,10,0
1285,2 ,63.14,67.86,77.81,74.50,69.90,58.30,71.24,63.33,1,10,1,10,3,5,1,1985,6,11,5,5,25.000,12,18,25,5,0
1286,2 ,83.01,83.24,77.81,85.61,80.84,80.52,84.49,84.77,1,5,1,3,2,3,#NULL!,1995,6,4,4,4,10.000,6,9,15,5,0
1287,2 ,70.57,68.71,66.69,73.61,71.67,75.03,71.06,74.44,1,10,1,12,3,5,1,1985,4,12,4,5,30.000,25,15,0,0,0
1288,2 ,88.35,86.93,81.41,85.61,86.02,80.52,84.43,84.77,2,12,1,8,5,6,1,1988,4,10,4,4,18.000,13,14,0,0,0
1289,2 ,69.30,64.20,66.69,70.82,76.15,75.03,77.77,73.66,2,29,3,6,2,3,#NULL!,1991,5,9,4,1,20.000,6,12,30,10,0
1290,2 ,75.78,71.14,74.05,70.82,69.90,69.74,68.95,66.66,2,25,1,3,3,2,#NULL!,1994,5,2,6,5,20.000,9,10,0,0,0
1291,2 ,73.21,74.52,70.44,77.77,72.75,74.70,71.24,73.66,1,7,1,7,3,5,1,1990,6,7,4,2,20.000,15,10,0,0,0
1292,2 ,77.63,75.78,74.05,74.50,68.37,71.95,77.77,73.66,2,20,1,10,3,5,1,1985,6,12,5,4,20.000,15,15,30,10,0
1293,2 ,66.69,66.69,59.33,66.66,66.65,66.66,66.67,66.66,2,15,1,8,5,6,2,1985,6,12,4,2,30.000,20,25,10,0,0
1294,2 ,72.10,70.96,70.44,70.82,67.96,50.26,51.16,59.57,1,5,2,5,3,5,1,1985,6,12,4,2,30.000,25,20,0,0,0
1295,2 ,60.57,59.99,55.58,62.50,58.62,58.63,57.65,55.55,1,10,1,10,3,5,1,1980,4,17,4,4,30.000,25,26,0,0,0
1296,2 ,68.73,53.55,66.69,59.24,55.55,55.56,55.54,51.79,2,29,3,2,4,4,#NULL!,1991,6,5,1,5,35.000,12,30,0,0,0
1297,2 ,70.57,69.98,70.44,69.92,69.73,72.49,71.24,62.55,1,5,2,5,5,6,1,1990,6,6,4,5,30.000,25,15,30,0,0
1298,2 ,75.53,89.57,62.94,77.77,71.45,85.81,84.24,81.44,2,30,2,4,4,4,#NULL!,1990,6,7,6,4,30.000,14,20,15,0,0
1299,1 ,87.81,82.26,85.17,81.93,77.76,83.06,77.77,81.44,2,28,1,3,3,5,1,1992,6,4,4,4,23.000,9,14,0,25,0
1300,1 ,72.41,72.09,70.44,74.50,75.99,75.23,77.58,74.44,2,10,3,8,3,5,1,1990,6,5,5,8,38.000,13,21,15,0,0
1301,1 ,81.18,73.27,74.20,80.56,73.45,72.16,77.73,70.76,1,15,2,3,3,5,1,1985,6,11,5,4,33.000,28,17,0,0,0
1302,1 ,73.39,73.54,66.69,77.77,75.99,77.77,66.67,77.76,2,35,1,9,3,5,1,1984,6,12,6,2,30.000,20,20,0,0,0
1303,1 ,79.84,79.07,85.17,77.77,77.76,74.70,80.07,84.77,2,17,2,10,5,6,1,1985,5,11,7,9,40.000,24,35,0,0,1
1304,1 ,81.31,85.35,85.17,86.51,81.00,78.64,75.51,70.76,2,8,1,5,2,2,#NULL!,1987,5,10,4,2,10.000,5,7,10,10,0
1305,1 ,70.63,72.37,70.44,73.61,71.61,78.10,75.29,81.09,2,15,1,3,5,6,1,1992,5,4,4,5,13.000,11,11,8,0,0
1306,1 ,81.69,83.60,85.17,81.93,82.24,83.60,79.87,77.76,1,25,2,9,3,5,1,1985,5,12,7,9,24.000,19,18,0,0,1
1307,1 ,76.70,77.80,77.81,77.77,77.76,77.77,77.77,77.76,2,10,2,5,3,5,1,1987,4,9,5,5,15.000,12,9,20,10,0
1308,1 ,83.21,83.24,77.81,84.72,81.00,83.06,80.05,85.54,1,12,2,9,3,5,1,1985,4,11,7,9,24.000,17,15,0,0,0
1309,1 ,62.40,63.32,74.20,65.76,60.56,61.38,64.51,63.33,1,5,3,3,2,3,#NULL!,1993,6,3,4,4,30.000,25,22,60,10,0
1310,1 ,75.24,81.50,88.92,73.61,74.52,72.49,82.35,74.09,2,10,1,10,5,6,1,1984,8,9,6,6,30.000,19,12,10,25,0
1311,1 ,77.63,72.89,81.56,74.08,71.51,80.52,80.07,73.66,2,6,3,3,3,2,#NULL!,1991,6,6,3,4,35.000,12,23,30,10,0
1312,1 ,77.81,77.80,77.81,77.77,77.76,80.85,77.77,77.76,1,10,1,5,3,5,1,1990,5,6,3,4,20.000,5,16,20,15,0
1313,1 ,83.21,77.80,66.69,77.77,74.69,75.56,73.53,73.66,1,21,1,8,2,3,#NULL!,1984,4,12,4,2,28.000,18,15,20,8,0
1314,1 ,82.82,83.24,81.56,81.45,82.61,83.60,84.44,85.54,1,15,1,10,3,5,1,1990,5,6,5,8,18.000,10,8,0,0,0
1315,1 ,70.57,74.80,66.69,77.77,81.00,74.70,71.10,77.76,2,28,2,6,4,2,#NULL!,1992,6,6,5,7,28.000,14,22,0,0,0
1316,1 ,64.48,58.29,62.94,74.50,70.12,79.99,68.74,74.09,1,7,1,4,4,4,#NULL!,1995,6,4,6,4,10.000,5,9,15,5,0
1317,1 ,77.99,81.09,62.94,81.45,77.99,83.60,86.60,81.87,1,6,2,7,3,5,1,1990,4,7,4,4,18.000,11,13,33,10,0
1318,1 ,79.84,79.07,81.56,81.03,87.09,80.52,82.16,81.09,1,10,2,8,3,5,1,1985,4,12,7,9,21.000,18,15,0,0,0
1319,1 ,77.81,77.80,77.81,77.77,77.76,77.77,77.77,77.76,2,20,2,9,4,6,1,1986,5,10,3,6,10.000,6,7,10,0,0
1320,1 ,91.74,71.51,70.30,71.24,71.51,64.45,66.47,73.24,2,29,3,4,3,5,1,1991,5,6,3,4,40.000,22,21,32,5,0
1321,1 ,69.11,72.12,81.41,81.03,76.21,80.85,84.49,85.20,1,8,2,5,3,5,1,1990,6,6,6,4,20.000,12,18,10,5,0
1322,1 ,76.70,80.81,66.69,74.08,71.51,74.70,68.76,77.76,2,31,2,5,3,5,1,1989,5,9,4,2,24.000,16,18,25,0,0
1323,1 ,75.24,77.80,74.05,70.82,80.84,77.45,75.68,73.66,2,13,2,10,3,5,1,1985,5,12,4,3,20.000,12,14,10,10,0
1324,1 ,86.89,86.52,81.56,85.61,77.76,86.14,84.51,85.54,2,33,1,6,5,6,1,1986,6,8,3,4,23.000,14,7,20,25,0
1325,1 ,74.32,74.43,74.05,74.50,72.75,71.95,73.38,73.66,1,20,1,8,3,5,1,1985,5,12,7,9,30.000,25,26,15,15,0
1326,1 ,64.85,57.82,59.33,70.82,73.20,67.20,71.03,51.79,2,36,1,10,3,5,1,1984,6,12,3,2,30.000,15,20,0,0,0
1327,1 ,72.02,82.83,63.08,85.61,86.02,86.14,84.44,67.78,1,20,1,7,3,5,1,1982,5,14,6,2,31.000,12,11,18,0,0
1328,1 ,78.92,77.80,77.81,74.50,80.78,77.77,80.07,81.09,2,31,1,5,5,6,1,1988,6,10,5,2,50.000,20,45,0,0,0
1329,2 ,77.81,77.80,77.81,84.72,84.08,77.77,80.05,81.09,1,12,2,8,3,5,1,1984,5,12,6,4,13.000,8,12,46,32,0
1330,2 ,81.69,80.23,81.56,81.45,82.78,80.52,82.35,78.54,1,12,2,10,3,5,1,1985,5,12,6,5,12.000,8,10,21,24,0
1331,2 ,83.21,85.63,85.17,85.61,80.84,83.06,84.31,77.34,1,13,2,12,3,5,1,1982,5,16,3,4,12.000,7,9,21,8,0
1332,2 ,75.60,73.79,77.81,62.92,74.69,69.74,80.05,65.88,2,30,1,10,3,5,1,1990,6,8,4,3,22.000,7,8,20,20,0
1333,2 ,72.82,80.81,77.81,74.50,71.67,71.95,77.76,81.87,2,35,1,4,3,5,1,1982,5,14,4,2,18.000,5,13,15,10,0
1334,2 ,92.06,92.57,88.92,88.88,91.95,91.63,93.26,81.87,2,29,2,6,3,5,1,1991,6,5,4,4,80.000,60,50,10,0,1
1335,2 ,68.73,74.80,74.05,74.08,69.73,75.03,73.15,67.43,1,15,3,5,3,5,1,1988,6,11,4,4,15.000,10,10,20,0,0
1336,2 ,68.54,74.52,70.44,77.77,71.45,71.95,73.20,77.76,1,37,2,10,2,3,#NULL!,1982,6,15,4,7,18.000,10,4,25,0,0
1337,2 ,87.63,85.91,85.17,81.93,80.84,85.81,82.16,81.87,2,27,1,7,4,4,#NULL!,1993,5,4,4,8,26.000,12,22,17,6,0
1338,2 ,83.39,81.94,74.20,81.45,84.08,83.39,77.97,73.66,1,10,1,12,3,5,1,1983,5,14,4,3,20.000,15,10,0,0,0
1339,2 ,88.92,82.26,88.92,81.93,87.09,77.77,82.16,88.87,1,20,2,3,5,6,2,1982,5,16,4,5,18.000,12,9,25,6,0
1340,2 ,81.75,83.48,81.56,81.03,77.45,66.34,73.34,73.66,2,23,3,10,3,5,1,1980,6,20,3,2,20.000,10,15,10,6,0
1341,2 ,77.81,68.14,63.08,81.45,80.78,83.06,82.16,81.44,2,30,1,10,3,1,1,1990,6,6,5,3,23.000,15,9,20,20,0
1342,2 ,60.51,63.80,62.94,62.50,58.93,72.49,64.44,62.20,2,15,1,4,3,5,1,1990,5,8,4,2,20.000,15,15,20,15,0
1343,2 ,79.12,82.63,88.92,87.98,88.87,83.60,84.44,78.89,2,38,2,10,5,6,1,1982,5,15,4,6,20.000,10,12,20,7,0
1344,2 ,79.66,80.20,77.81,77.77,72.97,69.74,73.34,70.33,1,12,2,8,4,5,2,1982,5,13,6,2,35.000,23,26,18,0,0
1345,2 ,83.52,78.93,85.17,81.93,80.84,77.77,77.77,78.19,2,37,1,15,3,5,1,1983,4,15,5,2,39.000,37,35,19,18,0
1346,2 ,72.59,87.29,77.81,77.77,84.08,80.85,66.67,77.76,2,38,1,10,3,5,1,1982,6,15,9,11,30.000,20,10,0,0,0
1347,2 ,76.70,77.80,77.81,77.77,77.76,77.77,77.77,77.76,1,22,2,2,3,5,1,1983,6,15,4,2,30.000,20,20,20,10,0
1348,2 ,64.31,51.31,55.58,62.50,63.58,66.66,73.38,59.23,1,12,1,1,2,3,#NULL!,1993,5,3,7,9,39.000,18,20,0,0,0
1349,2 ,78.35,71.51,74.05,77.77,66.65,77.77,71.04,70.76,2,10,1,6,3,5,1,1987,6,10,4,2,30.000,10,15,10,5,0
1350,2 ,73.93,76.54,77.81,77.77,77.76,77.77,73.38,73.66,2,35,1,10,3,5,1,1985,4,10,3,2,30.000,25,25,0,0,0
1351,2 ,83.93,85.63,81.56,85.61,82.61,83.60,84.49,84.77,1,23,1,15,3,5,3,1982,6,14,7,9,30.000,25,26,20,10,0
1352,2 ,74.91,75.99,74.20,77.35,79.76,77.24,75.54,74.09,2,17,2,16,2,3,#NULL!,1976,5,21,2,4,33.000,23,18,30,20,0
1353,2 ,86.17,83.60,92.53,78.66,79.45,83.60,86.72,82.22,2,25,3,10,5,6,2,1972,5,22,3,5,10.000,5,8,10,6,0
1354,2 ,81.36,82.26,81.56,88.88,87.09,83.60,82.21,77.76,1,14,2,10,3,5,1,1984,6,12,5,4,13.000,9,9,19,18,0
1355,2 ,70.31,69.81,74.20,70.34,73.03,69.41,70.92,72.89,1,12,2,9,3,5,1,1985,5,11,5,5,14.000,11,10,21,9,0
1356,2 ,80.64,77.23,66.69,81.45,82.55,77.77,88.88,77.42,1,15,1,12,3,5,1,1985,6,10,7,9,25.000,20,9,40,0,0
1357,2 ,85.04,81.97,81.56,84.72,85.79,86.14,82.40,77.34,1,11,2,11,3,5,1,1985,5,12,5,5,13.000,8,9,24,13,0
1358,2 ,78.92,79.83,81.56,81.45,84.08,83.60,82.35,81.09,1,10,2,8,3,5,1,1984,4,11,6,5,17.000,11,11,27,25,0
1359,2 ,86.89,79.07,81.56,84.72,88.87,83.06,86.72,85.97,1,13,1,3,5,6,1,1992,5,4,4,8,15.000,6,8,30,5,0
1360,2 ,70.03,69.12,70.44,77.77,72.75,72.49,77.76,73.66,1,12,2,10,3,5,1,1985,4,11,6,5,16.000,9,10,18,15,0
1361,2 ,83.93,85.63,81.56,88.88,85.79,83.60,84.49,81.09,1,10,2,10,3,5,1,1985,6,13,5,7,15.000,9,10,19,17,0
1362,2 ,83.21,86.89,81.56,88.88,85.63,83.60,84.49,84.77,1,11,2,9,3,5,1,1985,6,10,5,7,15.000,10,10,13,10,0
1363,2 ,82.80,85.91,74.20,84.72,79.60,86.14,84.49,85.54,1,12,2,12,3,5,1,1985,5,11,5,5,16.000,11,9,21,18,0
1364,2 ,92.68,84.38,92.53,85.14,83.79,83.92,82.33,77.76,2,37,1,8,5,6,1,1982,6,14,5,4,22.000,14,18,10,10,1
1365,2 ,80.77,87.65,88.92,85.61,83.85,83.06,86.60,88.87,2,36,1,10,4,4,#NULL!,1984,6,12,4,4,25.000,18,12,30,10,0
